Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	C_1 Spectral Count	C_10 Spectral Count	C_11 Spectral Count	C_12 Spectral Count	C_13 Spectral Count	C_14 Spectral Count	C_15 Spectral Count	C_16 Spectral Count	C_17 Spectral Count	C_18 Spectral Count	C_19 Spectral Count	C_2 Spectral Count	C_3 Spectral Count	C_4 Spectral Count	C_5 Spectral Count	C_6 Spectral Count	C_7 Spectral Count	C_8 Spectral Count	C_9 Spectral Count	HCC_1 Spectral Count	HCC_10 Spectral Count	HCC_11 Spectral Count	HCC_12 Spectral Count	HCC_13 Spectral Count	HCC_14 Spectral Count	HCC_15 Spectral Count	HCC_16 Spectral Count	HCC_17 Spectral Count	HCC_18 Spectral Count	HCC_19 Spectral Count	HCC_2 Spectral Count	HCC_3 Spectral Count	HCC_4 Spectral Count	HCC_5 Spectral Count	HCC_6 Spectral Count	HCC_7 Spectral Count	HCC_8 Spectral Count	HCC_9 Spectral Count	C_1 Unique Spectral Count	C_10 Unique Spectral Count	C_11 Unique Spectral Count	C_12 Unique Spectral Count	C_13 Unique Spectral Count	C_14 Unique Spectral Count	C_15 Unique Spectral Count	C_16 Unique Spectral Count	C_17 Unique Spectral Count	C_18 Unique Spectral Count	C_19 Unique Spectral Count	C_2 Unique Spectral Count	C_3 Unique Spectral Count	C_4 Unique Spectral Count	C_5 Unique Spectral Count	C_6 Unique Spectral Count	C_7 Unique Spectral Count	C_8 Unique Spectral Count	C_9 Unique Spectral Count	HCC_1 Unique Spectral Count	HCC_10 Unique Spectral Count	HCC_11 Unique Spectral Count	HCC_12 Unique Spectral Count	HCC_13 Unique Spectral Count	HCC_14 Unique Spectral Count	HCC_15 Unique Spectral Count	HCC_16 Unique Spectral Count	HCC_17 Unique Spectral Count	HCC_18 Unique Spectral Count	HCC_19 Unique Spectral Count	HCC_2 Unique Spectral Count	HCC_3 Unique Spectral Count	HCC_4 Unique Spectral Count	HCC_5 Unique Spectral Count	HCC_6 Unique Spectral Count	HCC_7 Unique Spectral Count	HCC_8 Unique Spectral Count	HCC_9 Unique Spectral Count	C_1 Total Spectral Count	C_10 Total Spectral Count	C_11 Total Spectral Count	C_12 Total Spectral Count	C_13 Total Spectral Count	C_14 Total Spectral Count	C_15 Total Spectral Count	C_16 Total Spectral Count	C_17 Total Spectral Count	C_18 Total Spectral Count	C_19 Total Spectral Count	C_2 Total Spectral Count	C_3 Total Spectral Count	C_4 Total Spectral Count	C_5 Total Spectral Count	C_6 Total Spectral Count	C_7 Total Spectral Count	C_8 Total Spectral Count	C_9 Total Spectral Count	HCC_1 Total Spectral Count	HCC_10 Total Spectral Count	HCC_11 Total Spectral Count	HCC_12 Total Spectral Count	HCC_13 Total Spectral Count	HCC_14 Total Spectral Count	HCC_15 Total Spectral Count	HCC_16 Total Spectral Count	HCC_17 Total Spectral Count	HCC_18 Total Spectral Count	HCC_19 Total Spectral Count	HCC_2 Total Spectral Count	HCC_3 Total Spectral Count	HCC_4 Total Spectral Count	HCC_5 Total Spectral Count	HCC_6 Total Spectral Count	HCC_7 Total Spectral Count	HCC_8 Total Spectral Count	HCC_9 Total Spectral Count	C_1 Intensity	C_10 Intensity	C_11 Intensity	C_12 Intensity	C_13 Intensity	C_14 Intensity	C_15 Intensity	C_16 Intensity	C_17 Intensity	C_18 Intensity	C_19 Intensity	C_2 Intensity	C_3 Intensity	C_4 Intensity	C_5 Intensity	C_6 Intensity	C_7 Intensity	C_8 Intensity	C_9 Intensity	HCC_1 Intensity	HCC_10 Intensity	HCC_11 Intensity	HCC_12 Intensity	HCC_13 Intensity	HCC_14 Intensity	HCC_15 Intensity	HCC_16 Intensity	HCC_17 Intensity	HCC_18 Intensity	HCC_19 Intensity	HCC_2 Intensity	HCC_3 Intensity	HCC_4 Intensity	HCC_5 Intensity	HCC_6 Intensity	HCC_7 Intensity	HCC_8 Intensity	HCC_9 Intensity	Indistinguishable Proteins
sp|Q96AD5|PLPL2_HUMAN	Q96AD5	PLPL2_HUMAN	PNPLA2	504	Homo sapiens	1:Experimental evidence at protein level	Patatin-like phospholipase domain-containing protein 2	0.9161	0.999	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	347466.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96AE4|FUBP1_HUMAN	Q96AE4	FUBP1_HUMAN	FUBP1	644	Homo sapiens	1:Experimental evidence at protein level	Far upstream element-binding protein 1	1.0	0.999	11	202	202	202	6	6	6	2	3	6	5	3	4	3	7	5	5	6	5	6	4	5	4	5	10	9	5	5	6	5	12	6	5	6	6	5	5	2	5	6	4	4	6	6	6	2	3	6	5	3	4	3	7	5	5	6	5	6	4	5	4	5	10	9	5	5	6	5	12	6	5	6	6	5	5	2	5	6	4	4	6	6	6	2	3	6	5	3	4	3	7	5	5	6	5	6	4	5	4	5	10	9	5	5	6	5	12	6	5	6	6	5	5	2	5	6	4	4	6807919.0	7605496.0	3719318.0	1437128.2	5820413.0	5370898.5	2369178.8	2495932.0	3424450.5	2324864.5	4912821.0	5454847.0	2277938.5	2213943.8	3959403.8	4548172.5	4107038.5	4734236.0	2253408.5	1.0452096E7	1.3004861E7	1.1412063E7	4515860.0	4707151.5	6188592.5	3423097.5	7489150.0	4486265.0	4776694.0	8066065.0	6921588.0	1.2133456E7	9012353.0	1852766.5	7581237.0	7675772.0	3782263.8	2868152.0	
sp|Q96AG4|LRC59_HUMAN	Q96AG4	LRC59_HUMAN	LRRC59	307	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich repeat-containing protein 59	1.0	0.999	10	165	165	165	2	1	3	2	5	3	3	0	2	6	2	6	3	6	0	0	6	2	0	9	6	5	2	2	1	12	4	4	5	11	7	12	2	1	7	11	5	7	2	1	3	2	5	3	3	0	2	6	2	6	3	6	0	0	6	2	0	9	6	5	2	2	1	12	4	4	5	11	7	12	2	1	7	11	5	7	2	1	3	2	5	3	3	0	2	6	2	6	3	6	0	0	6	2	0	9	6	5	2	2	1	12	4	4	5	11	7	12	2	1	7	11	5	7	1746115.8	3977457.5	3919159.0	1121587.9	4818705.0	4680542.0	2319647.5	328158.22	1660550.8	2641887.5	3723314.8	9022710.0	2402112.2	1941078.2	600233.4	564650.94	6417455.0	1092772.5	101472.13	2.0377774E7	5997520.0	6372093.0	2585168.5	4415806.5	3034039.8	9501731.0	2052762.1	3037764.0	3477022.2	1.0185041E7	1.5208642E7	3.3793624E7	4003443.8	2229991.2	6387574.5	1.0567262E7	8567102.0	6200444.5	
sp|Q96AQ6|PBIP1_HUMAN	Q96AQ6	PBIP1_HUMAN	PBXIP1	731	Homo sapiens	1:Experimental evidence at protein level	Pre-B-cell leukemia transcription factor-interacting protein 1	1.0	0.999	5	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	1	0	1	0	3	1	1	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	1	0	1	0	3	1	1	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	1	0	1	0	3	1	1	2	0	2	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149413.31	54030.176	60577.85	0.0	0.0	157182.73	0.0	0.0	100839.52	1672674.0	378353.6	0.0	447619.94	0.0	167600.3	58338.95	173907.78	0.0	1754902.0	230203.55	1545763.5	1552411.8	0.0	447083.62	228148.5	0.0	0.0	
sp|Q96AQ8|MCUR1_HUMAN	Q96AQ8	MCUR1_HUMAN	MCUR1	359	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial calcium uniporter regulator 1	0.9945	0.9989	2	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80369.91	0.0	0.0	0.0	0.0	47852.664	0.0	0.0	0.0	0.0	97064.75	0.0	107970.27	0.0	0.0	
sp|Q96AY3|FKB10_HUMAN	Q96AY3	FKB10_HUMAN	FKBP10	582	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP10	1.0	0.999	4	8	8	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0.0	0.0	261244.45	228267.88	348530.97	368046.06	278784.84	0.0	0.0	0.0	278676.94	529011.94	148375.73	0.0	0.0	138788.14	0.0	172681.94	0.0	339953.16	5499701.0	0.0	0.0	0.0	0.0	0.0	0.0	233749.7	0.0	234648.02	732655.3	4088659.2	0.0	0.0	27028.172	0.0	0.0	0.0	
sp|Q96B26|EXOS8_HUMAN	Q96B26	EXOS8_HUMAN	EXOSC8	276	Homo sapiens	1:Experimental evidence at protein level	Exosome complex component RRP43	0.9157	0.999	1	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	166212.11	0.0	101416.5	0.0	0.0	0.0	0.0	0.0	0.0	99467.914	0.0	0.0	0.0	0.0	80120.766	0.0	0.0	0.0	
sp|Q96B97|SH3K1_HUMAN	Q96B97	SH3K1_HUMAN	SH3KBP1	665	Homo sapiens	1:Experimental evidence at protein level	SH3 domain-containing kinase-binding protein 1	1.0	0.999	4	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6580476.5	0.0	0.0	0.0	0.0	0.0	128098.79	0.0	1572770.9	0.0	3636316.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96BI1|S67A1_HUMAN	Q96BI1	S67A1_HUMAN	SLC67A1	424	Homo sapiens	1:Experimental evidence at protein level	Solute carrier family 67 member A1	0.7665	0.9967	1	6	6	6	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	191278.03	0.0	0.0	0.0	0.0	0.0	0.0	182981.16	0.0	0.0	0.0	98934.18	0.0	0.0	0.0	0.0	0.0	733199.06	0.0	0.0	0.0	0.0	0.0	161957.52	0.0	0.0	0.0	0.0	836004.2	0.0	0.0	272853.38	427683.44	0.0	434727.66	145764.14	
sp|Q96BJ3|AIDA_HUMAN	Q96BJ3	AIDA_HUMAN	AIDA	306	Homo sapiens	1:Experimental evidence at protein level	Axin interactor, dorsalization-associated protein	0.9908	0.9989	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383055.34	296047.1	0.0	0.0	0.0	0.0	162010.83	0.0	441237.8	0.0	247652.23	0.0	177705.14	323809.8	0.0	0.0	0.0	0.0	0.0	
sp|Q96BM9|ARL8A_HUMAN	Q96BM9	ARL8A_HUMAN	ARL8A	186	Homo sapiens	1:Experimental evidence at protein level	ADP-ribosylation factor-like protein 8A	0.9995	0.9989	5	4	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	4	0	1	0	1	0	4	0	0	1	1	0	3	0.0	0.0	0.0	0.0	0.0	112069.195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	880262.1	0.0	294371.56	103805.39	362032.97	250793.05	336959.88	0.0	356755.56	0.0	639247.44	0.0	3746088.5	0.0	0.0	258180.34	598138.0	273702.88	439186.34	
sp|Q96BP3|PPWD1_HUMAN	Q96BP3	PPWD1_HUMAN	PPWD1	646	Homo sapiens	1:Experimental evidence at protein level	Peptidylprolyl isomerase domain and WD repeat-containing protein 1	0.722	0.9958	1	4	4	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0	334784.53	0.0	0.0	442014.38	362164.34	0.0	0.0	0.0	0.0	245821.9	221828.25	0.0	0.0	0.0	0.0	0.0	311908.6	0.0	0.0	0.0	232466.12	0.0	424541.28	339812.8	105003.36	0.0	347918.56	93945.95	0.0	0.0	231213.55	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96BS2|CHP3_HUMAN	Q96BS2	CHP3_HUMAN	TESC	214	Homo sapiens	1:Experimental evidence at protein level	Calcineurin B homologous protein 3	0.9158	0.999	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	596902.56	1279595.5	0.0	468990.88	0.0	0.0	406372.94	0.0	2814527.5	0.0	799918.3	0.0	0.0	0.0	0.0	1158303.4	0.0	0.0	0.0	
sp|Q96BW5|PTER_HUMAN	Q96BW5	PTER_HUMAN	PTER	349	Homo sapiens	1:Experimental evidence at protein level	N-acetyltaurine hydrolase	1.0	0.999	6	32	32	32	0	1	1	0	0	0	3	3	0	0	3	1	4	1	2	2	3	2	1	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	3	3	0	0	3	1	4	1	2	2	3	2	1	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	3	3	0	0	3	1	4	1	2	2	3	2	1	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	544695.06	1203363.0	173762.31	449907.12	221248.7	453741.1	790832.06	899854.44	483113.16	328960.44	820842.1	1474925.1	1507126.0	369049.3	765726.7	621961.75	651588.2	745814.4	417268.4	421013.53	147670.94	0.0	0.0	39492.89	135777.06	0.0	562428.3	171969.31	0.0	766087.75	0.0	820679.25	0.0	38341.816	832161.25	0.0	0.0	120114.414	
sp|Q96C11|FGGY_HUMAN	Q96C11	FGGY_HUMAN	FGGY	551	Homo sapiens	1:Experimental evidence at protein level	FGGY carbohydrate kinase domain-containing protein	1.0	0.999	7	30	30	30	1	3	0	0	1	0	1	1	2	1	3	2	3	2	3	2	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	1	1	2	1	3	2	3	2	3	2	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	1	1	2	1	3	2	3	2	3	2	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	851514.25	3176412.2	1356113.8	1635917.2	2040117.8	370728.8	1503964.5	1274586.0	1915521.1	984854.44	2301850.5	2662141.5	1377553.9	707939.56	1759596.1	1563116.8	2658086.0	1225028.4	1168439.0	0.0	0.0	0.0	0.0	0.0	441450.3	79022.09	167849.1	0.0	774354.6	0.0	133263.9	0.0	0.0	294824.94	44572.566	0.0	838734.6	0.0	
sp|Q96C19|EFHD2_HUMAN	Q96C19	EFHD2_HUMAN	EFHD2	240	Homo sapiens	1:Experimental evidence at protein level	EF-hand domain-containing protein D2	1.0	0.999	9	148	114	148	9	4	0	2	5	5	3	2	0	2	4	4	3	4	5	6	1	5	6	4	5	2	2	3	2	3	4	5	1	15	1	1	7	3	2	9	5	4	5	3	0	2	4	3	3	2	0	2	3	3	2	4	3	4	1	4	5	2	3	2	2	3	2	3	3	3	1	10	1	1	6	2	2	7	4	4	9	4	0	2	5	5	3	2	0	2	4	4	3	4	5	6	1	5	6	4	5	2	2	3	2	3	4	5	1	15	1	1	7	3	2	9	5	4	4762583.5	4763593.0	982964.75	1863771.8	2498574.5	2298145.0	913851.4	4084714.0	1957328.6	1316287.5	2457202.8	2414198.8	2538645.0	1346329.2	2416098.5	3366098.0	1624317.4	3274358.5	2615250.8	7690756.0	3500859.5	1949759.2	979023.7	3198851.5	1796743.0	2833731.5	1225149.6	3269834.2	2634675.2	1.8807126E7	1434466.8	6199908.0	7525451.5	1246051.0	3570808.0	6324810.0	4599174.0	2009687.4	
sp|Q96C23|GALM_HUMAN	Q96C23	GALM_HUMAN	GALM	342	Homo sapiens	1:Experimental evidence at protein level	Galactose mutarotase	1.0	0.999	11	234	234	234	9	9	10	7	6	9	6	10	9	5	4	8	5	5	10	10	6	9	8	2	3	5	3	2	8	6	7	2	3	4	3	3	7	7	3	8	8	5	9	9	10	7	6	9	6	10	9	5	4	8	5	5	10	10	6	9	8	2	3	5	3	2	8	6	7	2	3	4	3	3	7	7	3	8	8	5	9	9	10	7	6	9	6	10	9	5	4	8	5	5	10	10	6	9	8	2	3	5	3	2	8	6	7	2	3	4	3	3	7	7	3	8	8	5	2.0301718E7	2.634348E7	1.6540637E7	1.5991246E7	1.2504276E7	2.15558E7	9389437.0	2.2587472E7	1.6492047E7	6969321.0	7440631.0	2.4246654E7	5578892.5	4605456.0	1.5938453E7	1.8113454E7	1.4694719E7	2.3244504E7	1.7708576E7	3386645.5	1975225.9	9484032.0	4361067.0	2766899.0	1.7924076E7	5926495.0	4168436.0	3881757.0	5893317.0	3434710.5	1.3469594E7	9651383.0	1.82753E7	9128247.0	2467131.2	1.3930141E7	2.0016872E7	6701456.5	
sp|Q96C36|P5CR2_HUMAN	Q96C36	P5CR2_HUMAN	PYCR2	320	Homo sapiens	1:Experimental evidence at protein level	Pyrroline-5-carboxylate reductase 2	1.0	0.999	3	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	155483.98	1680045.0	1397971.8	211002.05	0.0	0.0	568340.0	0.0	0.0	0.0	200981.92	0.0	667344.9	0.0	0.0	186762.89	169404.55	0.0	0.0	
sp|Q96C86|DCPS_HUMAN	Q96C86	DCPS_HUMAN	DCPS	337	Homo sapiens	1:Experimental evidence at protein level	m7GpppX diphosphatase	1.0	0.999	5	68	68	68	3	1	2	1	2	3	1	0	0	1	2	0	3	2	2	1	2	3	0	3	3	2	2	0	1	2	5	1	4	1	1	4	2	0	1	2	3	2	3	1	2	1	2	3	1	0	0	1	2	0	3	2	2	1	2	3	0	3	3	2	2	0	1	2	5	1	4	1	1	4	2	0	1	2	3	2	3	1	2	1	2	3	1	0	0	1	2	0	3	2	2	1	2	3	0	3	3	2	2	0	1	2	5	1	4	1	1	4	2	0	1	2	3	2	1917168.4	1079754.5	816646.4	298477.8	791748.9	1528163.0	235402.6	318172.8	545599.4	155177.48	463848.44	875694.4	470292.7	289372.88	301012.0	1147183.0	374993.7	1002187.75	375871.78	2041538.5	1467307.9	2029716.0	1129960.4	699387.3	1028204.6	743082.2	514257.62	653980.6	1110488.6	1042379.9	678186.7	3786441.0	2033795.8	404592.0	622821.4	915384.9	1037977.8	455959.5	
sp|Q96C90|PP14B_HUMAN	Q96C90	PP14B_HUMAN	PPP1R14B	147	Homo sapiens	1:Experimental evidence at protein level	Protein phosphatase 1 regulatory subunit 14B	0.8952	0.9987	1	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2427967.0	0.0	210466.95	0.0	259375.12	394206.53	0.0	286545.62	0.0	2231444.8	0.0	2130308.5	0.0	0.0	241644.62	0.0	260874.61	288147.84	
sp|Q96CM8|ACSF2_HUMAN	Q96CM8	ACSF2_HUMAN	ACSF2	615	Homo sapiens	1:Experimental evidence at protein level	Medium-chain acyl-CoA ligase ACSF2, mitochondrial	1.0	0.999	8	180	180	180	2	4	3	7	8	6	8	6	4	6	4	6	6	4	5	2	2	4	1	1	0	7	8	6	8	1	6	1	5	11	4	3	2	7	7	6	5	4	2	4	3	7	8	6	8	6	4	6	4	6	6	4	5	2	2	4	1	1	0	7	8	6	8	1	6	1	5	11	4	3	2	7	7	6	5	4	2	4	3	7	8	6	8	6	4	6	4	6	6	4	5	2	2	4	1	1	0	7	8	6	8	1	6	1	5	11	4	3	2	7	7	6	5	4	2141619.5	1.8054236E7	2691821.2	1.0717466E7	1.0835347E7	1.0113999E7	5279116.0	1.3505793E7	6584856.0	4007980.5	4959430.0	1.0559062E7	3666372.5	2829057.8	4341803.5	2695513.0	3158018.0	3238290.5	2465276.0	2614409.5	592787.94	8198516.0	9158389.0	1.3218941E7	1.059526E7	2641105.8	2838356.0	2625761.8	4612363.0	1.7526392E7	7536742.5	1.1963579E7	1.0389837E7	9786884.0	6526480.0	7927526.5	6626995.5	3971124.2	
sp|Q96CN7|ISOC1_HUMAN	Q96CN7	ISOC1_HUMAN	ISOC1	298	Homo sapiens	1:Experimental evidence at protein level	Isochorismatase domain-containing protein 1	1.0	0.999	11	298	298	298	11	8	9	6	8	8	11	9	11	7	10	10	6	5	11	12	6	9	9	9	3	10	4	4	9	9	5	4	6	2	13	7	8	10	4	6	13	6	11	8	9	6	8	8	11	9	11	7	10	10	6	5	11	12	6	9	9	9	3	10	4	4	9	9	5	4	6	2	13	7	8	10	4	6	13	6	11	8	9	6	8	8	11	9	11	7	10	10	6	5	11	12	6	9	9	9	3	10	4	4	9	9	5	4	6	2	13	7	8	10	4	6	13	6	1.657056E7	2.0379538E7	9528911.0	1.1234454E7	9918027.0	1.159388E7	6215288.5	1.813807E7	1.5281069E7	6336368.5	1.1688253E7	1.3268892E7	6183990.5	4282820.5	9027285.0	1.2010855E7	5989330.5	1.2791115E7	9972496.0	1.2272258E7	3833855.8	1.4916155E7	3728423.5	4277235.5	1.0974864E7	7304136.5	2963807.0	3751740.0	6540881.5	1511155.4	2.4861004E7	1.8420582E7	1.4164063E7	9210535.0	4631973.5	5825226.0	1.9300552E7	5760413.0	
