Protein,Gene,Protein Length,Organism,Description,C_1 ,C_10 ,C_11 ,C_12 ,C_13 ,C_14 ,C_15 ,C_16 ,C_17 ,C_18 ,C_19 ,C_2 ,C_3 ,C_4 ,C_5 ,C_6 ,C_7 ,C_8 ,C_9 ,HCC_1 ,HCC_10 ,HCC_11 ,HCC_12 ,HCC_13 ,HCC_14 ,HCC_15 ,HCC_16 ,HCC_17 ,HCC_18 ,HCC_19 ,HCC_2 ,HCC_3 ,HCC_4 ,HCC_5 ,HCC_6 ,HCC_7 ,HCC_8 ,HCC_9 
P52594,AGFG1,562,Homo sapiens,Arf-GAP domain and FG repeat-containing protein 1,662471.44,1856744.9,645579.5,276190.22,351178.3,541425.56,127878.71,334628.7,249712.06,240049.5,524275.16,345289.4,0,95264.2,291268,399018.62,199215.17,507171.7,284311.5,1085197.5,1026620.3,1326379.2,1112196,1660489.8,1211338.5,305199.8,504326.7,452071.94,1155978.5,998781.75,0,2918011.5,1713103,685922.4,666469.06,2186105,306238.66,452078.22
P52597,HNRNPF,415,Homo sapiens,Heterogeneous nuclear ribonucleoprotein F,2.2376728E7,2.8891398E7,1.3525747E7,1.3080579E7,1.4541674E7,1.956038E7,6877645,1.4757758E7,9558597,7074868.5,1.2912374E7,1.5570843E7,8053702.5,6054703.5,8855573,1.5928398E7,1.0866005E7,1.7457068E7,1.1252109E7,4.276898E7,4.9020008E7,2.7590012E7,2.2535474E7,2.005701E7,2.2816596E7,1.2077549E7,6564491,1.5922533E7,1.7185754E7,1.2011219E7,2.2237698E7,8.009512E7,7.543044E7,1.6074213E7,1.2549875E7,2.7199692E7,1.5724658E7,1.767722E7
P52630,STAT2,851,Homo sapiens,Signal transducer and activator of transcription 2,0,1772702.2,941784.9,427762.34,1040130.06,681420.2,386536.03,0,1138915.9,511943.88,801547.4,735982.8,441112.5,782394.56,0,0,0,0,0,1924134.8,0,3205296.5,147585.48,0,1362753,1511224.6,401321.66,1141135.2,1325367.8,1042851.5,1586832.2,3376299.5,1981484.4,0,0,160873.8,862076.8,1120518.4
P52701,MSH6,1360,Homo sapiens,DNA mismatch repair protein Msh6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635577.4,61292.047,54007.95,0,0,0,14441.331,0,0,0,0,726454.4,0,0,0,62687.51,0,0
P52735,VAV2,878,Homo sapiens,Guanine nucleotide exchange factor VAV2,143785.3,1783054.5,1279305,1261411.5,547978.6,4009178.5,722295.7,624732.06,480836.9,0,0,2657364.8,972364.7,938493.1,0,43016.098,896063.2,0,0,363533.38,1367100.4,1280871,1292762.9,1433049,0,0,51928.68,733414,3066531.2,0,1840330.5,4594534.5,2.543758E7,3069666.8,345688.2,3547803.5,390289.75,910772.5
P52758,RIDA,137,Homo sapiens,2-iminobutanoate/2-iminopropanoate deaminase,2.30962704E8,3.1991408E8,1.06947096E8,2.2233888E8,1.6345024E8,1.16248272E8,8.4420208E7,2.3631616E8,1.6791808E8,1.087862E8,1.3110272E8,2.13969264E8,1.59027872E8,3.4889584E7,1.86638224E8,2.73685568E8,1.5419112E8,2.46117008E8,2.5879808E8,9.9349232E7,1.634331E7,9.3306128E7,7.9815088E7,1.330032E8,1.42116368E8,3.8599352E7,2.833822E7,2.0253468E7,8.1130288E7,5346069.5,1.10234432E8,1.07076984E8,4.8332116E7,1.1480416E8,1.05134296E8,7.8114736E7,1.17230224E8,1.80176368E8
P52788,SMS,366,Homo sapiens,Spermine synthase,0,4071776.8,0,0,2205471.8,1307201.9,0,0,0,0,2804659.2,0,0,0,0,0,1181709.4,0,0,0,1575132.9,0,0,0,0,564839.7,88168.555,0,2143234.2,1298204,3852469.2,0,0,5461800.5,0,1144676.8,1677874.6,0
P52789,HK2,917,Homo sapiens,Hexokinase-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124533.42,0,0,0,0,256366.38,0,0,0
P52790,HK3,923,Homo sapiens,Hexokinase-3,0,2470677.8,222688.6,238837.86,1194361.1,1030795.4,295519.56,0,0,129836.4,1183157.2,403882.5,0,248610.62,0,0,348350.22,329546.72,0,304468.88,634237,143090.58,0,0,0,569511.75,0,120917.57,0,299065.53,337390.22,0,360967,0,198958.56,764304.1,0,628679.3
P52815,MRPL12,198,Homo sapiens,Large ribosomal subunit protein bL12m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317178.62,0,394947.38,0,0,248741.83,596728.1,0,0,450013.2,0,0,0,0,0,1342213.6,0,0
P52888,THOP1,689,Homo sapiens,Thimet oligopeptidase,806661.06,4579791,1670614,480001.72,1973811.8,3343198.8,536630.9,688192.25,1343105,717024.94,2148653.8,1141295.5,865850.94,322449.38,897866.1,467343.12,1280919.8,561692.3,60463.316,2240188.5,2170338.5,2058122.6,773943.3,1596679.1,2587515,865984.1,474133.94,759932.75,944492.7,2313429.5,2860868.8,5880487,5040895.5,4756401.5,511438.56,1682884.4,1850299,1484667.8
P52895,AKR1C2,323,Homo sapiens,Aldo-keto reductase family 1 member C2,1.64336672E8,2.53808288E8,7.8719592E7,1.77999696E8,1.42844896E8,1.43291472E8,1.08827664E8,1.60659232E8,1.27447848E8,7.9882552E7,9.2402616E7,1.21962944E8,4.4196084E7,1.6668819E7,2.34845776E8,7.1846464E7,1.48214448E8,1.6583872E8,8.8056952E7,6.4023956E7,4041160.5,5.4925064E7,1.63133376E8,2.66939312E8,6.0220154E8,6.4618496E7,1.56299104E8,4.4919952E7,8.405304E7,391027.66,1.15349171E9,4.33463E7,6.9675104E8,1.4971696E8,7.2359136E7,3.55726368E8,1.0383788E8,1.21542312E8
P52907,CAPZA1,286,Homo sapiens,F-actin-capping protein subunit alpha-1,3.306807E7,4.1178468E7,9612239,1.3875178E7,1.8969298E7,2.5772054E7,8909430,1.9770768E7,1.3263754E7,8100314.5,1.7927138E7,1.7984874E7,8617269,7616680,1.4678876E7,2.4720702E7,1.3043171E7,2.862031E7,1.5759995E7,3.5515544E7,2.3051472E7,2.1087938E7,1.4403576E7,3.357462E7,2.1214528E7,1.4615012E7,6418259.5,2.5772656E7,9490350,3.1130196E7,3.171476E7,4.9280176E7,6.2748384E7,2.2387158E7,1.7712214E7,2.9028608E7,1.8207292E7,1.6732326E7
P52926,HMGA2,109,Homo sapiens,High mobility group protein HMGI-C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1891920.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P52943,CRIP2,208,Homo sapiens,Cysteine-rich protein 2,9441651,1.0087906E7,1.2449845E7,3673643.8,5812981,1.0922986E7,2464738,6343337,4700071.5,2731686,5787207.5,6553750.5,2466935.2,1650344.9,2282903.2,7592171.5,4133491,1.091371E7,4760917,1.6914876E7,9399612,4216962,3924559.8,4362296,7547762,1283523.8,1983117,2.0886666E7,1.0684892E7,5700425.5,6656381,4.1215464E7,4.6700684E7,7479714.5,1.3848189E7,6485090.5,5352717,8059253.5
P52948,NUP98,1817,Homo sapiens,Nuclear pore complex protein Nup98-Nup96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448280.12,248637.48,0,172055.58,192540.77,0,86658.68,400339.75,0,0,0,0,288869.75,0,0,0,215043.28,0,0
P53004,BLVRA,296,Homo sapiens,Biliverdin reductase A,1412656.8,1941938,581924.44,0,1473875.5,2071452.9,1013068.6,764343.06,898971.1,273887.75,1163617.9,1183240.2,242970.67,1136976.5,458224.7,374837.38,848492.3,1326917.5,660075.9,5277802.5,6891254.5,6669641,883933.25,1524064.2,1185184,2526249,2260105.5,3624062.5,419061.56,9514363,948374.06,1.5944783E7,938122.75,654508.7,4083491.8,4600582,409775.94,1691601.8
P53007,SLC25A1,311,Homo sapiens,"Tricarboxylate transport protein, mitochondrial",3357952.5,9954158,4436834,3963261.8,5962385.5,6728685.5,3512888.8,3016525.2,5019003.5,3085077.2,5097073,8766412,5025541,2081789.6,2724529,2565069.2,5442776.5,1611363.1,1345891.6,1.2845735E7,4638603.5,2476897.8,4445560,6644146,3394025.8,3280398.5,2485188.8,2705805,2392530.8,1265453.5,1.0893585E7,2.895184E7,1.9847232E7,3969032.2,2916319.2,5736614,8738328,9290524
P53041,PPP5C,499,Homo sapiens,Serine/threonine-protein phosphatase 5,0,1326660.4,225876.31,0,0,510196,144004.67,580414.1,777638.3,167695.17,0,311161.03,185475.16,109614.21,0,0,0,0,0,645957.06,764036.1,358840.4,282031.34,303348.38,0,145953.22,494909.9,0,760008.5,750432.06,336578.34,2806459.2,972716.8,1302989.8,418863.62,607672.56,503556.16,0
P53367,ARFIP1,373,Homo sapiens,Arfaptin-1,62547.793,136317.06,0,0,81051.66,0,17674.195,60413.3,0,0,0,29279.734,0,0,132192.78,362863.53,27512.068,193864.53,49305.07,1489419,416143,439591.7,310682.8,1215145,0,625186.25,714883.3,682270.4,0,623838.6,188677.39,1168489.2,250558,0,484166.7,824476.9,0,227229.28
P53370,NUDT6,316,Homo sapiens,Nudix hydrolase 6,175340.88,922821.4,0,461313,1073911,356088.4,0,750261.9,271827.38,124203.09,448101.9,202477.9,120788.61,0,110020.27,784887.1,76857.35,925110.06,1123869.4,0,0,177642.58,0,0,422958.84,0,40857.895,0,179765.45,0,377957.88,0,702929.94,129853.055,0,145965.05,200580.23,240328.67
P53384,NUBP1,320,Homo sapiens,Cytosolic Fe-S cluster assembly factor NUBP1,428563.22,1304712,528210.4,648378.56,779758.4,1091871.4,257287.08,307321.44,600239.25,363275.03,400235.16,301874.16,260212.48,82919.83,202727.73,450518.1,442599.34,732498.1,645201,548493.6,400847.62,1417458.5,294621.9,639051.2,838115,237724.4,92888.51,0,533679.3,1026772.8,763013,917079.06,1401830,0,854781.06,1234160.2,529557.8,706490.2
P53396,ACLY,1101,Homo sapiens,ATP-citrate synthase,1406553,1.4620738E7,4688243,6972802.5,2906885.8,9670241,2334109.8,6739099.5,5638327,2239218.2,4641370.5,4157429,1139414,2468158.5,778568.56,472621.44,1343709.1,1658263.8,1616824.4,1.3720949E7,1.4804181E7,1.94447E7,1.3279179E7,1.4700296E7,1.3390814E7,8526102,8352159,1.1527155E7,1.9191968E7,1.560345E7,7673868.5,5.6384808E7,2.416384E7,2.9587088E7,4427715,1.0144001E7,8666845,8938988
P53582,METAP1,386,Homo sapiens,Methionine aminopeptidase 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201407.47,214671.12,233877.73,173794.7,0,0,169049.94,192573.39,0,0,0,0,0,0,0,118268.57,125658.14,0,118153.76
P53597,SUCLG1,346,Homo sapiens,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",2.6025092E7,1.8874914E7,1.2542248E7,2.052436E7,2.237765E7,1.4795894E7,9425416,2.9798966E7,2.4719898E7,1.1531231E7,1.5201945E7,2.1049428E7,1.0865574E7,4961486.5,1.4151281E7,1.6211469E7,1.1066361E7,2.8497654E7,2.4689532E7,1.643296E7,3019200.5,1.0465533E7,8948708,9842878,1.750229E7,4019389,7973396.5,6138904,9429389,5374462,1.8546194E7,1.5042729E7,2.1428268E7,1.0844242E7,9106424,2.1523098E7,1.7470846E7,9621463
P53602,MVD,400,Homo sapiens,Diphosphomevalonate decarboxylase,1173759.4,3248479.5,1426379.2,4085811,1919404.1,4939949.5,1367429.2,5281492.5,304722.78,896458.9,1438848,1235680.2,967457.4,579264.7,860874.3,504891.53,433879.1,812898.3,1142381.1,1226389.8,1714369.1,1.3625154E7,806727.6,882328.25,6876301.5,1597611.5,663828.4,929482.6,1477698.1,577319.6,716302.6,4333727.5,1799361.9,1858301.1,439880.03,2539595,5974598.5,1802605.1
P53609,PGGT1B,377,Homo sapiens,Geranylgeranyl transferase type-1 subunit beta,0,0,0,0,0,0,0,0,0,0,0,0,0,1674574.5,0,0,0,0,0,5779970.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P53611,RABGGTB,331,Homo sapiens,Geranylgeranyl transferase type-2 subunit beta,0,336525.75,113178.664,85741,0,304087.3,0,254710.56,202078.27,0,0,176531.36,179957.1,92667.45,0,0,223870.3,0,0,595760.44,0,241153.72,204701.11,236049.3,179733.94,240335.48,97586.91,0,173803.12,221568.38,297436.9,426949,236672.56,0,333702.56,223520.48,132791.05,305014.12
P53618,COPB1,953,Homo sapiens,Coatomer subunit beta,0,1.5181741E7,6502210.5,5349621.5,8028392.5,1.2010621E7,5169244,1744584.2,6039809.5,4082175.8,7035694.5,9880448,4247602.5,2834301.2,84452.46,0,5411406,291852.56,0,2.7432112E7,2.2291568E7,1.3744105E7,9308204,1.2409503E7,1.4739526E7,9701413,5668213.5,7845128,7564905.5,1.4165939E7,2.1248294E7,1.21619264E8,2.5376296E7,5721161,9309358,1.3342505E7,1.0814064E7,1.0762063E7
P53621,COPA,1224,Homo sapiens,Coatomer subunit alpha,1996492.5,3.7428248E7,1.3934504E7,1.6815132E7,1.5455708E7,1.982467E7,7545697.5,9589531,2.0805632E7,1.3891694E7,1.7425266E7,1.757194E7,1.0076571E7,6304746.5,3429103.2,2337634.5,9278523,3156909.5,1636867.2,5.274436E7,4.035568E7,3.7601912E7,1.8150704E7,2.5939324E7,3.38608E7,2.0673578E7,1.2887982E7,1.5410248E7,2.6305226E7,2.5540188E7,3.592066E7,2.06041536E8,5.6947544E7,1.0943421E7,1.9588784E7,2.6220444E7,1.6054112E7,1.8230024E7
P53634,CTSC,463,Homo sapiens,Dipeptidyl peptidase 1,482274.3,2560852,23776.332,226437.39,435381.78,696716.5,42547.805,0,690757.94,0,587486.7,80947.28,0,0,0,501490.44,230460.42,674654.06,656070.1,2277094.5,248597.1,327818.9,139002.69,1198984.9,1094316.1,110677.26,40839.12,498634.1,126967.49,1275557.4,789094.4,1264120.8,714682.1,380403.25,1581532.9,1501139.5,341532.75,1517380.4
P53680,AP2S1,142,Homo sapiens,AP-2 complex subunit sigma,800155,645503.75,565157.2,0,882604.1,314652.5,175494.7,301477.53,315955.44,300924.6,426311.4,556842.7,0,0,0,466089.5,791474.3,786544.25,373535.84,755693.9,390494.8,509333.44,517224.3,942820.9,2097342.5,451970.44,373459.3,917642.6,294463.62,1871312.5,693919.44,3730217.5,1943640,412772.62,343542.3,778412.7,193020.14,759101.6
P53701,HCCS,268,Homo sapiens,Holocytochrome c-type synthase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83988.67,0,0,0,0,0,0,0,0
P53985,SLC16A1,500,Homo sapiens,Monocarboxylate transporter 1,0,0,0,0,0,0,79610.63,0,0,0,0,0,322607.25,123235.71,0,0,0,0,0,234333.81,0,1221421.2,210710.34,839254.9,0,628746.5,103292.414,105554.99,0,897792.2,312751.9,1221465.1,712578.56,0,0,315241.53,0,318775.62
P53990,IST1,364,Homo sapiens,IST1 homolog,1221686.4,661652,25686.256,706061.25,189326.02,716548.6,63092.637,669149.56,296514.94,0,173507,0,0,0,55425.24,2.036614E7,0,771403.8,620553.9,585209.94,266801.38,1390754.9,63926.773,388057.6,402659.66,321610.1,181439.6,109633.38,331778.47,515441.03,530529,1226982.4,2425836.8,259494.62,1.5053227E7,635630.8,689713.56,104840.695
P53992,SEC24C,1094,Homo sapiens,Protein transport protein Sec24C,2479583.5,9385133,3887145.8,3810664,5163660,6728307,1918883,4099306,4839674.5,3711314.8,5045421.5,6067589,3387408.5,2440228.5,1402272,2549836.8,3123239.5,2343200.2,1359299.1,1.6585587E7,1.312562E7,6786111,6131199,5908167.5,9678670,6902875,5499045.5,6583929.5,7001508,1.1073314E7,1.5124818E7,3.2200124E7,1.6009907E7,6352071,5602145.5,9331932,6745970,6490477.5
P53999,SUB1,127,Homo sapiens,Activated RNA polymerase II transcriptional coactivator p15,2840103,5583814,1506925,528148.06,2618383,3857647.2,1487966.8,1663729.9,2202560.8,1753297.6,2621632.8,4244623,985918.3,1064607.1,235256.36,1771983.5,2652641.2,1881514.5,1436888.8,1.1757284E7,1.001852E7,8103218,3311074,3952663,7390148.5,7997587,3022367,2316753,5654889,3190443,4.5283316E7,8.5484856E7,2.8919036E7,5090216,2623988,1.4277393E7,1.0478342E7,2.0236822E7
P54105,CLNS1A,237,Homo sapiens,Methylosome subunit pICln,710410.9,0,0,0,0,139560.22,0,0,0,0,0,0,0,0,0,385242.75,0,766086.4,848339.3,0,0,1854471.5,351749,1014326.3,256403.61,58038.367,345462.34,0,0,0,0,3204352.8,1048713.8,172982.7,0,1340584,0,84081.32
P54136,RARS1,660,Homo sapiens,"Arginine--tRNA ligase, cytoplasmic",773901.06,9593211,4584190,5926086.5,7926020,8556678,3843599.2,1632582.9,5668043.5,3270996.5,6112358.5,1.0321463E7,4425998.5,4351184.5,485040,546867.7,9653728,589314.75,152723.98,2.0009142E7,1.1200131E7,1.1384513E7,6706434,5859388,9819003,8285284.5,3077181.5,5229353.5,6006140,7782223.5,1.7287508E7,3.9703728E7,1.155832E7,7584254,5687722,1.1675145E7,1.2362641E7,5609832.5
P54577,YARS1,528,Homo sapiens,"Tyrosine--tRNA ligase, cytoplasmic",2338257.5,3972663,1163054.5,1698247.5,2531340,2729938.8,1232767.2,2444130.5,1982174.8,2106022.5,2496380,3248976,1409784.9,2038459.6,1968115.5,887398.4,2558496.5,2820997.2,1712097.5,6118893.5,4511007,3308213.2,2006059.8,2929612.8,2851820,5819146,2923491.5,2203253.2,1853408.8,3009395.2,5939191.5,7091899.5,3477964.2,1204401.5,2039063,5703061,6035929.5,4155012.2
P54578,USP14,494,Homo sapiens,Ubiquitin carboxyl-terminal hydrolase 14,4136153.8,5987474,5690258.5,2700551.5,5186322,5865031.5,7249364.5,4385378.5,6518375,2437287.2,7319165,1.0202979E7,3837236.8,1944787.5,3628540.5,3219975.5,3078677.8,4847156,3373317.5,1.1507326E7,7428328.5,1.7937702E7,5588858,7126405,5807913,4682017,3163239.5,5229090,3340985.8,1.1745252E7,8006870,2.9967508E7,1.4484267E7,3674949.2,4732905,8373656,4582589,4046426.5
P54619,PRKAG1,331,Homo sapiens,5'-AMP-activated protein kinase subunit gamma-1,3525950.5,3899564.8,2805095.2,2677097,3700102.2,3244577,2399913,4487178.5,2767988.8,1169462.2,2575153.2,4241216,2070747,1592410.5,3609617.2,2536979,3495941.2,3566848,5185851,1180444.8,1375816,4714385,587220.5,1580374.8,3698195.5,942187,1159386.2,1389431.8,1996256.5,1292833.2,2680048.2,1.4718602E7,2297475.8,1342028,289516.25,1077660.4,1685235.1,3106488
P54652,HSPA2,639,Homo sapiens,Heat shock-related 70 kDa protein 2,187961.19,193693.77,94041.27,0,0,815121.9,79659.46,0,0,0,290468.8,337534.7,109533.81,65505.96,0,129705.79,0,407425.5,0,1257450.8,1081261.4,0,165045.31,0,0,433671.3,0,3806197.8,0,1.1828533E7,0,1322569.6,0,0,354394.9,0,0,52837.54
P54710,FXYD2,66,Homo sapiens,Sodium/potassium-transporting ATPase subunit gamma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327125.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364392.56,0,0,0
P54725,RAD23A,363,Homo sapiens,Lysine-specific demethylase RAD23A,4039930,1624683.8,830558.8,1608130.2,1706092,3127397,762410.25,901037.5,611913.06,268379.9,849141.9,1677779.8,487358.7,180926.6,1095514.8,3218307.5,1457852.8,2164475,2796720,1396131.5,557317.8,3651272,718091.5,582155.44,761769.6,560056.5,175297.84,662574.2,375604,1886841.9,569440.7,1603555.8,4848833,527837.6,652303.4,1300205.9,676902.3,1036305.4
P54727,RAD23B,409,Homo sapiens,Lysine-specific demethylase RAD23B,2.2504858E7,9675104,5427073,6815294,6386500,8523910,4542487.5,9199804,6886182.5,3332073.5,6352241,8701158,5012546.5,2289675.5,8005058.5,1.3104968E7,8100524.5,1.5704439E7,1.2121206E7,1.0582353E7,1.4694817E7,1.797048E7,5652914,9476990,8607057,4078867.8,5779086,5532604,5401844,7171820.5,4360797,1.8965778E7,1.7655456E7,3180787.2,4289548.5,1.0757113E7,2967994.5,5477314
P54760,EPHB4,987,Homo sapiens,Ephrin type-B receptor 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971903.75,0,0,0,0,0,0
P54802,NAGLU,743,Homo sapiens,Alpha-N-acetylglucosaminidase,633189.94,744798.8,0,661105.75,184361.84,0,0,1208289.9,0,31358.209,0,0,0,0,786434.06,1199553.2,0,1457593.9,1003378.44,0,0,0,125696.41,0,406559,0,0,0,0,45773.586,0,0,0,0,974350.06,0,0,0
P54819,AK2,239,Homo sapiens,"Adenylate kinase 2, mitochondrial",8.3033784E7,1.0102972E8,4.1871352E7,5.420074E7,5.1817944E7,4.4367816E7,1.8905554E7,6.6746608E7,5.8930644E7,3.3726788E7,4.7555952E7,5.7549144E7,2.4764442E7,1.0603992E7,3.4586032E7,5.8509452E7,3.7463048E7,6.8131312E7,6.9867104E7,4.2203812E7,1.8357028E7,2.0573912E7,3.433072E7,5.4956136E7,4.229776E7,2.0275102E7,1.8102996E7,2.0789842E7,3.705746E7,1.8545026E7,6.6063024E7,4.0238568E7,7.3993664E7,4.5620556E7,4.340534E7,7.0869584E7,7.3848344E7,4.1859276E7
P54840,GYS2,703,Homo sapiens,"Glycogen [starch] synthase, liver",3486458,2.7085472E7,1.1145283E7,9458710,8232149.5,1.3307437E7,8219919.5,8053046.5,1.4083133E7,2566935,9404951,2.1222052E7,8900229,3085000,4366550.5,6360982.5,1.3310743E7,3707326.5,4686559.5,894955.25,434448.4,2726909,477534.44,0,9456161,662286.25,1360943.2,318119.06,3566154.2,1253915,1.733472E7,2311684,1329508.4,2645634,0,175496.4,8844697,3826403.5
P54855,UGT2B15,530,Homo sapiens,UDP-glucuronosyltransferase 2B15,2106817.5,6315296,1.1584136E7,9143333,1.1567632E7,2.0770906E7,1.1150531E7,575019.4,1.26597E7,6043425.5,3282292,5.11059E7,1.6114601E7,5883792.5,277375.9,54941.5,2.5936774E7,61947.39,0,1.2574261E7,117428.75,6578610,1522968.8,990002.25,1.4011364E7,1.3113273E7,741378,3647520.5,1.1065121E7,0,3.081904E7,0,3.260636E7,4259027,184446.62,1375007.5,3280015.2,1.5917254E7
P54868,HMGCS2,508,Homo sapiens,"Hydroxymethylglutaryl-CoA synthase, mitochondrial",5.8813626E8,1.04162816E9,4.33410048E8,9.0381606E8,5.8504032E8,4.75630368E8,2.30384288E8,1.15431987E9,5.1086464E8,3.70706912E8,4.262408E8,6.9259482E8,3.6597952E8,9.9329424E7,3.75949056E8,3.764952E8,4.4950096E8,4.57768352E8,4.3211936E8,1.99177376E8,1.6214878E7,1.1182185E9,4.98298112E8,2.1172642E7,5.21292672E8,1.1577844E8,1.03170096E8,9.8130216E7,3.2128688E8,516415.62,2.29811904E8,8.8206285E8,7.1265848E7,2.26637728E8,1.3051256E8,5.2811628E7,2.81366112E8,1.0161024E8
P54886,ALDH18A1,795,Homo sapiens,Delta-1-pyrroline-5-carboxylate synthase,464441.9,2850430.2,273627.66,631422.06,266731.56,1233698.5,207116.12,3755626.2,125350.9,781690.2,0,312593.66,355781.2,610560.5,428036.78,0,1053873.2,0,36090.004,1.0745028E7,1.5249224E7,2667839.2,3856407.2,788909.3,972132.25,2971870.2,1932290,2876103,1942227.2,1.2741268E7,275313.06,1.2759885E7,1533654.2,428418.56,1.2792989E7,3643479.5,927684,2313301.8
P54920,NAPA,295,Homo sapiens,Alpha-soluble NSF attachment protein,1.0648305E7,1.7077992E7,6681337,6617541,8774357,1.1515354E7,3766846,8564632,1.0334242E7,4523001.5,1.0485042E7,1.0222818E7,4498252,3931446,6058008.5,8300038,7318190.5,1.2735142E7,5999617,2.4438912E7,1.4228493E7,1.0982612E7,4701430,7334066.5,1.2177509E7,5568973.5,3521578.5,6587045,8509196,1.156031E7,1.1358354E7,2.5769644E7,2.9854616E7,9866720,9684538,1.0051709E7,8503925,7065359.5
P55008,AIF1,147,Homo sapiens,Allograft inflammatory factor 1,694392.1,0,0,0,0,429805.84,0,0,0,0,0,0,0,0,0,792101.75,0,0,306602.22,273091.4,0,0,409163.56,1852837.5,550855,876572.8,160407.02,337958.53,0,524323.4,660949.75,1117050.9,5168634.5,0,0,1699198,709424.9,593347
P55010,EIF5,431,Homo sapiens,Eukaryotic translation initiation factor 5,3143758.5,3547533,1448023.9,1866120.1,1969756.1,1782294.2,879058.4,2262133,1765651.8,885522.75,1566562.5,1661696.2,1643532.8,682779,968697.8,2730317.5,1041285.4,3287212.2,2210806.8,2889647.8,403584.94,3525479.8,2031264.6,747529.7,1945740.5,2516276,404930.44,1268717.5,1212789.4,2948267.2,1554356,4322236.5,4836397.5,822929.5,1166774.5,905369.5,2577430.2,1369270.9
P55011,SLC12A2,1212,Homo sapiens,Solute carrier family 12 member 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056216.8,355042.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P55036,PSMD4,377,Homo sapiens,26S proteasome non-ATPase regulatory subunit 4,5219033.5,3307127.2,1103689.8,1715199.9,2253970,3404746.8,1150237.1,2749700,1330945.8,1059596.2,1395213.1,1909388.5,1165908.2,1155209,2436179,3922005.8,1215714.2,4119243,4079449.8,6073143.5,1746472.8,7118564,2596543.8,4240783,4536777,2507544.5,732044.9,2267470.2,2779451,3863345.2,4586504.5,8223300,1.0986644E7,2347928,2822365.8,4905006,2819134.2,2808938
P55039,DRG2,364,Homo sapiens,Developmentally-regulated GTP-binding protein 2,0,272304.62,197276.22,207686.28,180517.77,181310.94,110454.93,45800.65,157803.02,75818.6,103723.414,174310.05,111044.57,71400.766,41825.793,104869.77,199045.16,0,0,468087.28,105276.84,317695.22,104872.766,216312.44,268350.72,152726.69,156920.05,178485.44,0,485366.53,262490.22,865689.75,541765.8,149580.94,287360,291966.4,258431.55,338446.5
P55060,CSE1L,971,Homo sapiens,Exportin-2,0,1944685.1,468263.97,575110.5,587539.25,803921.6,0,771074.6,1011332.56,383270.9,455064.5,1454662,103740.68,312213.6,0,0,288081.44,0,0,7074758,2.024937E7,1.3629159E7,2099164.8,1571237.6,1111357.4,1716250.2,826497.2,1995045.2,1255589.4,3851196.8,1194351,4.1051636E7,2166808.5,1142391.9,2155912,2323545.5,735198.75,1754205.1
P55061,TMBIM6,237,Homo sapiens,Bax inhibitor 1,0,214807.31,305974.03,158248.4,219887.8,303977.44,175540.25,0,239179.92,117437.52,160655.05,1003554.44,437092.5,108189.484,141373.72,174620.77,931051.1,0,0,486750.62,166449.92,0,0,0,257258.5,222774.19,0,0,141114.3,40846.14,3466292.5,428668.3,297264.1,0,240529.2,230742.75,496567.8,688273.7
P55072,VCP,806,Homo sapiens,Transitional endoplasmic reticulum ATPase,3.097359E7,1.09664656E8,4.0340808E7,4.2797296E7,4.819196E7,6.3781716E7,2.3952518E7,6.1733024E7,4.5301312E7,3.2342284E7,4.350644E7,5.1973E7,2.5457266E7,1.4647741E7,2.3597482E7,1.9513582E7,2.8002594E7,3.8311912E7,1.6481384E7,9.2471712E7,4.8233068E7,9.1438064E7,6.8537848E7,1.05696192E8,8.1912152E7,4.2146152E7,4.391826E7,5.5642492E7,4.9384908E7,7.562904E7,9.7354736E7,1.58092656E8,1.38497184E8,4.8265624E7,5.3523508E7,1.0752456E8,3.6685176E7,4.3696668E7
